"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","IND","India","","FMLE","Female","","9.4","9.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","IND","India","","MLE","Male","","21.6","21.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","IND","India","","FMLE","Female","","9.7","9.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","LKA","Sri Lanka","","MLE","Male","","15.7","15.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","LKA","Sri Lanka","","FMLE","Female","","5.4","5.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","LKA","Sri Lanka","","MLE","Male","","12.4","12.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","LKA","Sri Lanka","","FMLE","Female","","5.8","5.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","LKA","Sri Lanka","","MLE","Male","","9.5","9.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","LKA","Sri Lanka","","FMLE","Female","","6.1","6.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","MDV","Maldives","","MLE","Male","","15.2","15.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","MDV","Maldives","","FMLE","Female","","6.7","6.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","MDV","Maldives","","MLE","Male","","8.5","8.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","MDV","Maldives","","FMLE","Female","","3.4","3.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MDV","Maldives","","MLE","Male","","7.9","7.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MDV","Maldives","","FMLE","Female","","18.4","18.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","30.0","30.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","MMR","Myanmar","","FMLE","Female","","6.8","6.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","22.5","22.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","MMR","Myanmar","","FMLE","Female","","8.2","8.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","21.8","21.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MMR","Myanmar","","FMLE","Female","","5.8","5.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","MLE","Male","","24.6","24.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","FMLE","Female","","16.4","16.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","NPL","Nepal","","MLE","Male","","13.0","13.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","NPL","Nepal","","FMLE","Female","","5.3","5.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","THA","Thailand","","MLE","Male","","26.9","26.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","9.2","9.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","THA","Thailand","","MLE","Male","","21.7","21.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","8.4","8.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","TLS","Timor-Leste","","MLE","Male","","65.5","65.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","TLS","Timor-Leste","","FMLE","Female","","23.9","23.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","MLE","Male","","39.7","39.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","FMLE","Female","","23.8","23.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","TLS","Timor-Leste","","MLE","Male","","54.5","54.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","TLS","Timor-Leste","","FMLE","Female","","29.8","29.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","BRN","Brunei Darussalam","","MLE","Male","","17.1","17.10000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","6.7","6.70000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","COK","Cook Islands","","MLE","Male","","33.7","33.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","COK","Cook Islands","","FMLE","Female","","36.3","36.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","COK","Cook Islands","","MLE","Male","","39.9","39.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","COK","Cook Islands","","FMLE","Female","","49.6","49.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","17.5","17.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","10.1","10.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","11.6","11.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","10.2","10.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","MLE","Male","","51.9","51.90000","","","","",""
